"filename", "language", "JSON", "Markdown", "TypeScript", "JSON with Comments", "YAML", "JavaScript", "XML", "Prisma", "TypeScript JSX", "CSS", "Handlebars", "HTML", "comment", "blank", "total"
"/Users/admin/Desktop/farquest/packages/database/prisma/client/index-browser.js", "JavaScript", 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 19, 30, 228
"/Users/admin/Desktop/farquest/packages/database/prisma/client/index.d.ts", "TypeScript", 0, 0, 4692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3064, 771, 8527
"/Users/admin/Desktop/farquest/packages/database/prisma/client/package.json", "JSON", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/edge-esm.js", "JavaScript", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 5, 29
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/edge.js", "JavaScript", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 5, 29
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/index-browser.d.ts", "TypeScript", 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 86, 366
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/index-browser.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 12, 1, 14
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/library.d.ts", "TypeScript", 0, 0, 2067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 744, 379, 3190
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/library.js", "JavaScript", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 14, 27, 141
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/react-native.js", "JavaScript", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 3, 13, 78
"/Users/admin/Desktop/farquest/packages/database/prisma/client/runtime/wasm.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 5, 30
"/Users/admin/Desktop/farquest/packages/database/prisma/client/schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 2, 10, 82
"/Users/admin/Desktop/farquest/packages/database/prisma/client/wasm.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/Desktop/farquest/packages/database/prisma/client/wasm.js", "JavaScript", 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 19, 30, 228
"/Users/admin/Desktop/farquest/packages/database/prisma/schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 2, 10, 82
"/Users/admin/Desktop/farquest/packages/database/tsconfig.json", "JSON with Comments", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 28
"/Users/admin/Desktop/farquest/packages/eslint-config/README.md", "Markdown", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/admin/Desktop/farquest/packages/eslint-config/library.js", "JavaScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 2, 3, 35
"/Users/admin/Desktop/farquest/packages/eslint-config/next.js", "JavaScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 3, 36
"/Users/admin/Desktop/farquest/packages/eslint-config/package.json", "JSON", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/Users/admin/Desktop/farquest/packages/eslint-config/react-internal.js", "JavaScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 8, 4, 40
"/Users/admin/Desktop/farquest/packages/services/README.md", "Markdown", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"/Users/admin/Desktop/farquest/packages/services/env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3
"/Users/admin/Desktop/farquest/packages/services/index.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 40
"/Users/admin/Desktop/farquest/packages/services/package.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/Users/admin/Desktop/farquest/packages/services/src/common/logger.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 28
"/Users/admin/Desktop/farquest/packages/services/src/common/types/quest.type.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 51
"/Users/admin/Desktop/farquest/packages/services/src/common/types/session.type.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/admin/Desktop/farquest/packages/services/src/common/webhooks/auth.webhook.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 17
"/Users/admin/Desktop/farquest/packages/services/src/common/webhooks/quest.webhook.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 30
"/Users/admin/Desktop/farquest/packages/services/src/completion/completion.repository.ts", "TypeScript", 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 155
"/Users/admin/Desktop/farquest/packages/services/src/completion/completion.service.ts", "TypeScript", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 145
"/Users/admin/Desktop/farquest/packages/services/src/completion/handler/biokeyword.handler.ts", "TypeScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 69
